조사 시작,중간 날짜,조사 끝,광역,선거구,,새누리당,더불어민주당,국민의당,정의당,무소속1,무소속2,무소속3,새누리1,민주1,국민1,정의1,무속1,무속2,무속3,무응답,조사 기관,언론사,조사방법,ARS/전화면접,"응답자수(N, 응답완료사례수)",응답률,가중치,나이
2016/04/04,2016/04/05,2016/04/05,경기,시흥시을,경기시흥시을,0.247,0.402,0.127,0,0,0,0,0.318298969,0.518041237,0.163659794,0,0,0,0,0.224,한국갤럽조사연구소,시흥신문,유선RDD,전화면접,506,8.8,1.93,3
2016/04/03,2016/04/04,2016/04/05,경기,군포시갑,경기군포시갑,0.328,0.251,0.139,0.03,0,0,0,0.438502674,0.335561497,0.185828877,0.040106952,0,0,0,0.252,마크로밀엠브레인,YTN,유무선혼합RDD,전화면접,502,11.9,1.71,3
2016/04/03,2016/04/04,2016/04/05,경기,군포시을,경기군포시을,0.304,0.396,0.14,0,0,0,0,0.361904762,0.471428571,0.166666667,0,0,0,0,0.16,마크로밀엠브레인,YTN,유무선혼합RDD,전화면접,500,12.1,1.83,3
2016/04/05,2016/04/05,2016/04/05,경기,용인시정,경기용인시정,0.39,0.379,0.12,0,0,0,0,0.438695163,0.42632171,0.134983127,0,0,0,0,0.111,리얼미터,중부일보,유선/스마트폰앱혼합,ARS,510,1.9,2.34,4
2016/04/04,2016/04/05,2016/04/05,경기,파주시갑,경기파주시갑,0.3,0.414,0.078,0,0,0,0,0.378787879,0.522727273,0.098484848,0,0,0,0,0.208,현대리서치연구소,윤후덕,유선RDD,ARS,706,9.6,1.3,3
2016/04/04,2016/04/05,2016/04/05,강원,원주시갑,강원원주시갑,0.393,0.332,0.043,0.023,0,0,0,0.496839444,0.419721871,0.054361568,0.029077118,0,0,0,0.209,코리아리서치센터,"춘천KBS·춘천MBC·G1강원민방,강원일보",유선RDD,전화면접,500,14.9,1.58,3
2016/04/04,2016/04/05,2016/04/05,강원,강릉시,강원강릉시,0.529,0.237,0,0,0,0,0,0.690600522,0.309399478,0,0,0,0,0,0.234,코리아리서치센터,"춘천KBS·춘천MBC·G1강원민방,강원일보",유선RDD,전화면접,500,23.1,1.86,2
2016/04/04,2016/04/05,2016/04/05,강원,태백시횡성군영월군평창군정선군,강원태백시횡성군영월군평창군정선군,0.356,0.114,0,0,0.293,0,0,0.466579292,0.149410223,0,0,0.384010485,0,0,0.237,코리아리서치센터,"춘천KBS·춘천MBC·G1강원민방,강원일보",유선RDD,전화면접,500,25.4,1.61,2
2016/04/04,2016/04/05,2016/04/05,강원,속초시고성군양양군,강원속초시고성군양양군,0.551,0.187,0,0,0,0,0,0.746612466,0.253387534,0,0,0,0,0,0.262,코리아리서치센터,"춘천KBS·춘천MBC·G1강원민방,강원일보",유선RDD,전화면접,500,29,1.88,2
2016/04/04,2016/04/05,2016/04/05,강원,홍천군철원군화천군양구군인제군,강원홍천군철원군화천군양구군인제군,0.469,0.185,0,0,0.114,0,0,0.610677083,0.240885417,0,0,0.1484375,0,0,0.232,코리아리서치센터,"춘천KBS·춘천MBC·G1강원민방,강원일보",유선RDD,전화면접,500,26.7,1.67,3
